X,Y,Z
5.198192957788705826e+00,1.156991474030999711e+01,-4.483055427670478821e+00
5.195907101966440678e+00,1.124183074031000729e+01,-4.481765301898121834e+00
5.197438005357980728e+00,1.091374674031001746e+01,-4.486336879432201385e+00
5.193519839085638523e+00,1.025757874031000938e+01,-4.484155908226966858e+00
5.192706833593547344e+00,1.025757874031000938e+01,-4.482569521293044090e+00
5.183603982441127300e+00,9.929494740309991130e+00,-4.483209505677223206e+00
5.182883391156792641e+00,9.601410740310001302e+00,-4.478704463690519333e+00
5.172476589679718018e+00,9.273326740310011473e+00,-4.461624177172780037e+00
5.167081139981746674e+00,8.945242740309993223e+00,-4.450910124927759171e+00
5.154682848602533340e+00,8.617158740310003395e+00,-4.433683786541223526e+00
5.151927831582725048e+00,8.289074740310013567e+00,-4.424072407186031342e+00
5.160017514601349831e+00,8.289074740310013567e+00,-4.430583098903298378e+00
5.158324033021926880e+00,8.289074740310013567e+00,-4.433745963498950005e+00
5.154950649477541447e+00,8.289074740310013567e+00,-4.451457096263766289e+00
5.157870881259441376e+00,7.960990740309995317e+00,-4.455343103036284447e+00
5.169378775171935558e+00,7.632906740310005489e+00,-4.462803883478045464e+00
5.176516944542527199e+00,7.304822740310015661e+00,-4.469913691282272339e+00
5.180726096034049988e+00,7.304822740310015661e+00,-4.473142629489302635e+00
5.186107967980206013e+00,6.976738740309997411e+00,-4.478879220783710480e+00
5.180885789915919304e+00,6.648654740310007583e+00,-4.476601881906390190e+00
5.179710360243916512e+00,6.648654740310007583e+00,-4.485111260786652565e+00
5.169644108973443508e+00,6.648654740310007583e+00,-4.495338844135403633e+00
5.163290372118353844e+00,6.648654740310007583e+00,-4.505504788830876350e+00
5.165516098961234093e+00,6.648654740310007583e+00,-4.518978910520672798e+00
5.166069093160331249e+00,6.648654740310007583e+00,-4.526665117591619492e+00
5.170191084034740925e+00,6.648654740310007583e+00,-4.534821148961782455e+00
5.171457886695861816e+00,6.648654740310007583e+00,-4.540917204692959785e+00
5.171230802312493324e+00,6.648654740310007583e+00,-4.547696497291326523e+00
5.171299774199724197e+00,6.648654740310007583e+00,-4.552347756922245026e+00
5.171734464354813099e+00,6.648654740310007583e+00,-4.555859360843896866e+00
5.172762054949998856e+00,6.648654740310007583e+00,-4.558956589549779892e+00
5.173617199063301086e+00,6.648654740310007583e+00,-4.560687255114316940e+00
5.174148766323924065e+00,6.648654740310007583e+00,-4.561001706868410110e+00
5.182359267957508564e+00,6.648654740310007583e+00,-4.561852358281612396e+00
5.182543263770639896e+00,6.648654740310007583e+00,-4.559902409091591835e+00
5.172553277574479580e+00,6.648654740310007583e+00,-4.555698664858937263e+00
5.173477681353688240e+00,6.648654740310007583e+00,-4.557550547644495964e+00
5.175218982622027397e+00,6.648654740310007583e+00,-4.561264358460903168e+00
5.177159928716719151e+00,6.648654740310007583e+00,-4.565666060894727707e+00
5.177324821241199970e+00,6.648654740310007583e+00,-4.566859260201454163e+00
