block,time_s,raw_az_N,raw_el_N,smooth_az_N,smooth_el_N,raw_az_S,raw_el_S,smooth_az_S,smooth_el_S,raw_az_E,raw_el_E,smooth_az_E,smooth_el_E,raw_az_W,raw_el_W,smooth_az_W,smooth_el_W,x_est_m,y_est_m,z_est_m,rms_err_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m
375,37.5,-113,35,-112.7,34.3,-143,37,-143,37,-149,35,-148.3,35.7,-126,32,-125,31.3,323003.009,6256662.5,-48.465,17.205,nan,nan,nan,nan
376,37.6,-111,34,-111.7,34.3,-143,37,-143,37,-149,35,-148.7,35.3,-125,32,-125,31.7,323001.305,6256660.743,-46.905,17.424,nan,nan,nan,nan
377,37.7,-109,34,-111,34.3,-142,36,-142.7,36.7,-148,36,-148.7,35.3,-124,31,-125,31.7,323001.444,6256660.516,-46.71,17.316,nan,nan,nan,nan
378,37.8,-111,35,-110.3,34.3,-143,35,-142.7,36,-149,34,-148.7,35,-124,31,-124.3,31.3,323001.458,6256659.988,-45.883,16.924,nan,nan,nan,nan
379,37.9,-111,34,-110.3,34.3,-142,36,-142.3,35.7,-146,34,-147.7,34.7,-124,31,-124,31,323002.807,6256660.597,-46.362,16.714,nan,nan,nan,nan
380,38,-111,34,-111,34.3,-141,34,-142,35,-147,35,-147.3,34.3,-125,31,-124.3,31,323004.448,6256662.249,-47.424,16.544,nan,nan,nan,nan
381,38.1,-113,34,-111.7,34,-142,37,-141.7,35.7,-147,35,-146.7,34.7,-123,33,-124,31.7,323004.905,6256662.282,-48.357,17.086,nan,nan,nan,nan
382,38.2,-111,34,-111.7,34,-139,37,-140.7,36,-147,35,-147,35,-123,33,-123.7,32.3,323004.497,6256661.304,-48.356,17.641,nan,nan,nan,nan
383,38.3,-111,34,-111.7,34,-141,35,-140.7,36.3,-147,35,-147,35,-122,32,-122.7,32.7,323003.396,6256659.796,-47.495,17.906,nan,nan,nan,nan
384,38.4,-111,34,-111,34,-141,35,-140.3,35.7,-146,34,-146.7,34.7,-124,31,-123,32,323004.572,6256660.534,-47.598,17.466,nan,nan,nan,nan
385,38.5,-109,34,-110.3,34,-143,34,-141.7,34.7,-146,34,-146.3,34.3,-121,31,-122.3,31.3,323004.585,6256660.606,-46.709,16.517,nan,nan,nan,nan
386,38.6,-109,34,-109.7,34,-140,37,-141.3,35.3,-146,34,-146,34,-123,31,-122.7,31,323003.762,6256659.57,-45.896,16.82,nan,nan,nan,nan
387,38.7,-111,34,-109.7,34,-141,34,-141.3,35,-144,35,-145.3,34.3,-124,31,-122.7,31,323005.343,6256660.753,-47.132,16.513,nan,nan,nan,nan
388,38.8,-109,34,-109.7,34,-141,35,-140.7,35.3,-144,35,-144.7,34.7,-121,32,-122.7,31.3,323006.422,6256661.122,-48.289,16.776,nan,nan,nan,nan
389,38.9,-109,34,-109.7,34,-139,35,-140.3,34.7,-144,35,-144,35,-121,31,-122,31.3,323008.549,6256662.18,-49.585,16.359,nan,nan,nan,nan
390,39,-106,33,-108,33.7,-141,35,-140.3,35,-144,35,-144,35,-121,32,-121,31.7,323005.701,6256658.755,-46.976,16.704,nan,nan,nan,nan
391,39.1,-109,34,-108,33.7,-140,35,-140,35,-144,35,-144,35,-123,33,-121.7,32,323005.935,6256659.159,-47.435,16.907,nan,nan,nan,nan
392,39.2,-109,34,-108,33.7,-140,35,-140.3,35,-144,35,-144,35,-121,32,-121.7,32.3,323005.419,6256658.932,-47.274,16.981,nan,nan,nan,nan
393,39.3,-109,34,-109,34,-140,35,-140,35,-144,35,-144,35,-121,32,-121.7,32.3,323006.827,6256660.234,-48.652,16.998,nan,nan,nan,nan
394,39.4,-107,35,-108.3,34.3,-140,35,-140,35,-144,35,-144,35,-121,31,-121,31.7,323006.656,6256659.494,-48.022,16.658,nan,nan,nan,nan
395,39.5,-107,35,-107.7,34.7,-140,35,-140,35,-146,34,-144.7,34.7,-121,32,-121,31.7,323005.034,6256658.182,-46.664,16.754,nan,nan,nan,nan
396,39.6,-107,35,-107,35,-139,36,-139.7,35.3,-144,35,-144.7,34.7,-121,31,-121,31.3,323004.68,6256657.51,-46.309,16.78,nan,nan,nan,nan
397,39.7,-108,34,-107.3,34.7,-139,36,-139.3,35.7,-144,35,-144.7,34.7,-121,31,-121,31.3,323004.612,6256657.348,-46.224,17.053,nan,nan,nan,nan
398,39.8,-104,34,-106.3,34.3,-137,36,-138.3,36,-142,35,-143.3,35,-120,31,-120.7,31,323005.776,6256656.912,-46.609,17.121,nan,nan,nan,nan
399,39.9,-104,34,-105.3,34,-138,34,-138,35.3,-142,35,-142.7,35,-119,31,-120,31,323006.301,6256656.365,-46.232,16.87,nan,nan,nan,nan
400,40,-104,34,-104,34,-137,36,-137.3,35.3,-142,34,-142,34.7,-119,31,-119.3,31,323005.635,6256654.674,-45.13,17.027,nan,nan,nan,nan
401,40.1,-104,34,-104,34,-137,36,-137.3,35.3,-140,35,-141.3,34.7,-119,32,-119,31.3,323006.097,6256654.706,-45.586,17.087,nan,nan,nan,nan
402,40.2,-104,34,-104,34,-137,36,-137,36,-142,34,-141.3,34.3,-118,32,-118.7,31.7,323004.685,6256653.345,-44.69,17.651,nan,nan,nan,nan
403,40.3,-104,34,-104,34,-137,36,-137,36,-143,33,-141.7,34,-119,32,-118.7,32,323003.601,6256652.662,-43.917,17.889,nan,nan,nan,nan
404,40.4,-104,34,-104,34,-137,36,-137,36,-143,33,-142.7,33.3,-116,31,-117.7,31.7,323001.492,6256650.845,-41.717,18.024,nan,nan,nan,nan
405,40.5,-106,35,-104.7,34.3,-140,35,-138,35.7,-142,35,-142.7,33.7,-120,31,-118.3,31.3,323002.99,6256652.9,-43.21,17.444,nan,nan,nan,nan
406,40.6,-104,34,-104.7,34.3,-137,36,-138,35.7,-140,35,-141.7,34.3,-120,31,-118.7,31,323005.314,6256654.528,-45.104,17.053,nan,nan,nan,nan
407,40.7,-102,33,-104,34,-138,34,-138.3,35,-140,35,-140.7,35,-119,32,-119.7,31.3,323007.212,6256656.204,-46.741,16.571,nan,nan,nan,nan
408,40.8,-106,33,-104,33.3,-136,35,-137,35,-142,34,-140.7,34.7,-120,31,-119.7,31.3,323007.288,6256655.59,-46.129,17.064,nan,nan,nan,nan
409,40.9,-104,34,-104,33.3,-136,35,-136.7,34.7,-138,34,-140,34.3,-119,32,-119.3,31.7,323007.912,6256655.598,-46.379,17.161,nan,nan,nan,nan
410,41,-106,33,-105.3,33.3,-135,34,-135.7,34.7,-139,34,-139.7,34,-118,31,-119,31.3,323010.04,6256656.77,-47.593,17.349,nan,nan,nan,nan
411,41.1,-102,33,-104,33.3,-135,34,-135.3,34.3,-142,34,-139.7,34,-118,32,-118.3,31.7,323008.663,6256654.923,-46.217,17.42,nan,nan,nan,nan
412,41.2,-102,33,-103.3,33,-136,35,-135.3,34.3,-139,34,-140,34,-117,33,-117.7,32,323006.776,6256653.155,-44.629,17.64,nan,nan,nan,nan
413,41.3,-99,31,-101,32.3,-133,35,-134.7,34.7,-138,34,-139.7,34,-116,31,-117,32,323004.416,6256650.159,-42.225,17.921,nan,nan,nan,nan
414,41.4,-103,32,-101.3,32,-137,36,-135.3,35.3,-136,34,-137.7,34,-116,31,-116.3,31.7,323005.776,6256650.644,-43.188,17.765,nan,nan,nan,nan
415,41.5,-103,32,-101.7,31.7,-133,35,-134.3,35.3,-139,33,-137.7,33.7,-116,32,-116,31.3,323006.034,6256650.286,-42.761,18.016,nan,nan,nan,nan
416,41.6,-102,33,-102.7,32.3,-135,35,-135,35.3,-138,34,-137.7,33.7,-115,32,-115.7,31.7,323006.522,6256651.061,-43.725,17.958,nan,nan,nan,nan
417,41.7,-102,33,-102.3,32.7,-133,34,-133.7,34.7,-141,32,-139.3,33,-116,32,-115.7,32,323004.456,6256649.46,-41.781,18.423,nan,nan,nan,nan
418,41.8,-102,33,-102,33,-135,34,-134.3,34.3,-143,33,-140.7,33,-117,32,-116,32,323003.152,6256649.23,-40.984,18.19,nan,nan,nan,nan
419,41.9,-102,33,-102,33,-135,35,-134.3,34.3,-143,32,-142.3,32.3,-117,32,-116.7,32,323000.72,6256648.198,-39.127,18.442,nan,nan,nan,nan
420,42,-102,33,-102,33,-135,34,-135,34.3,-139,33,-141.7,32.7,-116,31,-116.7,31.7,323002.011,6256649.224,-40.13,18.026,nan,nan,nan,nan
421,42.1,-100,32,-101.3,32.7,-137,36,-135.7,35,-141,32,-141,32.3,-114,31,-115.7,31.3,323000.622,6256647.741,-38.853,18.033,nan,nan,nan,nan
422,42.2,-100,32,-100.7,32.3,-132,34,-134.7,34.7,-139,33,-139.7,32.7,-116,31,-115.3,31,323002.683,6256648.118,-39.735,17.87,nan,nan,nan,nan
423,42.3,-100,32,-100,32,-130,35,-133,35,-138,34,-139.3,33,-114,32,-114.7,31.3,323002.411,6256646.699,-39.346,18.442,nan,nan,nan,nan
424,42.4,-99,31,-99.7,31.7,-130,35,-130.7,34.7,-139,33,-138.7,33.3,-114,32,-114.7,31.7,323003.581,6256646.298,-39.758,18.974,nan,nan,nan,nan
425,42.5,-99,33,-99.3,32,-99,50,-119.7,40,-139,33,-138.7,33.3,-114,32,-114,32,322987.291,6256633.133,-27.699,23.477,nan,nan,nan,nan
426,42.6,-99,33,-99,32.3,-129,35,-119.3,40,-138,34,-138.7,33.3,-114,32,-114,32,322987.151,6256632.926,-27.619,23.51,nan,nan,nan,nan
427,42.7,-99,33,-99,33,-132,35,-120,40,-138,32,-138.3,33,-111,30,-113,31.3,322988.791,6256633.58,-28.709,23.139,nan,nan,nan,nan
428,42.8,-99,33,-99,33,-132,34,-131,34.7,-139,33,-138.3,33,-147,27,-124,29.7,323003.285,6256650.495,-40.29,18.899,nan,nan,nan,nan
429,42.9,-99,33,-99,33,-131,34,-131.7,34.3,-137,32,-138,32.3,-109,35,-122.3,30.7,323003.812,6256650.272,-40.749,18.686,nan,nan,nan,nan
430,43,-99,33,-99,33,-123,34,-128.7,34,-136,33,-137.3,32.7,-108,10,-121.3,24,323006.778,6256650.261,-38.498,17.701,nan,nan,nan,nan
431,43.1,-97,32,-98.3,32.7,-127,36,-127,34.7,-139,33,-137.3,32.7,-115,32,-110.7,25.7,323004.438,6256642.799,-36.148,18.406,nan,nan,nan,nan
432,43.2,-99,31,-98.3,32,-127,34,-125.7,34.7,-139,33,-138,33,-112,29,-111.7,23.7,323003.729,6256642.372,-34.399,18.473,nan,nan,nan,nan
433,43.3,-99,33,-98.3,32,-127,34,-127,34.7,-137,32,-138.3,32.7,-114,32,-113.7,31,323002.015,6256643.113,-37.379,19.818,nan,nan,nan,nan
434,43.4,-97,32,-98.3,32,-127,34,-127,34,-137,32,-137.7,32.3,-114,31,-113.3,30.7,323003.388,6256643.66,-37.798,19.541,nan,nan,nan,nan
435,43.5,-97,32,-97.7,32.3,-129,33,-127.7,33.7,-136,33,-136.7,32.3,-115,30,-114.3,31,323005.057,6256645.027,-39.32,19.172,nan,nan,nan,nan
436,43.6,-95,32,-96.3,32,-127,34,-127.7,33.7,-139,33,-137.3,32.7,-112,31,-113.7,30.7,323003.62,6256643.646,-37.951,19.015,nan,nan,nan,nan
437,43.7,-99,31,-97,31.7,-127,34,-127.7,33.7,-136,33,-137,33,-113,32,-113.3,31,323004.399,6256644.043,-38.619,19.118,nan,nan,nan,nan
438,43.8,-96,31,-96.7,31.3,-129,33,-127.7,33.7,-136,33,-137,33,-112,32,-112.3,31.7,323002.91,6256642.709,-37.628,19.407,nan,nan,nan,nan
439,43.9,-95,32,-96.7,31.3,-127,34,-127.7,33.7,-137,32,-136.3,32.7,-112,32,-112.3,32,323002.927,6256642.642,-37.71,19.531,nan,nan,nan,nan
440,44,-96,31,-95.7,31.3,-130,35,-128.7,34,-137,32,-136.7,32.3,-111,30,-111.7,31.3,323001.653,6256641.795,-36.573,19.134,nan,nan,nan,nan
441,44.1,-94,32,-95,31.7,-125,36,-127.3,35,-137,32,-137,32,-109,31,-110.7,31,322999.354,6256639.504,-34.856,19.69,nan,nan,nan,nan
442,44.2,-96,31,-95.3,31.3,-129,35,-128,35.3,-137,32,-137,32,-111,30,-110.3,30.3,322999.45,6256639.668,-34.696,19.466,nan,nan,nan,nan
443,44.3,-95,32,-95,31.7,-129,35,-127.7,35.3,-137,32,-137,32,-110,31,-110,30.7,322998.983,6256639.122,-34.529,19.624,nan,nan,nan,nan
444,44.4,-94,32,-95,31.7,-121,33,-126.3,34.3,-137,32,-137,32,-111,30,-110.7,30.3,323000.406,6256639.704,-34.887,19.592,nan,nan,nan,nan
445,44.5,-92,30,-93.7,31.3,-123,35,-124.3,34.3,-137,32,-137,32,-110,31,-110.3,30.7,322998.558,6256637.622,-33.283,20.208,nan,nan,nan,nan
446,44.6,-94,30,-93.3,30.7,-127,34,-123.7,34,-137,32,-137,32,-112,31,-111,30.7,322998.344,6256637.465,-32.782,20.337,nan,nan,nan,nan
447,44.7,-96,33,-94,31,-127,34,-125.7,34.3,-133,33,-135.7,32.3,-110,31,-110.7,31,323000.818,6256639.281,-35.19,19.821,nan,nan,nan,nan
448,44.8,-93,31,-94.3,31.3,-125,34,-126.3,34,-134,34,-134.7,33,-110,31,-110.7,31,323003.809,6256641.008,-37.499,19.346,nan,nan,nan,nan
449,44.9,-96,31,-95,31.7,-127,34,-126.3,34,-137,32,-134.7,33,-111,32,-110.3,31.3,323003.92,6256641.12,-37.846,19.501,nan,nan,nan,nan
450,45,-94,32,-94.3,31.3,-127,34,-126.3,34,-133,32,-134.7,32.7,-105,31,-108.7,31.3,323001.878,6256639.225,-36.009,19.671,nan,nan,nan,nan
451,45.1,-96,31,-95.3,31.3,-64,10,-106,26,-135,31,-135,31.7,-100,30,-105.3,31,322974.333,6256621.534,-13.091,24.989,nan,nan,nan,nan
452,45.2,-94,30,-94.7,31,-111,30,-100.7,24.7,-137,34,-135,32.3,-108,31,-104.3,30.7,322964.536,6256617.358,-6.577,25.706,nan,nan,nan,nan
453,45.3,-93,31,-94.3,30.7,-99,30,-91.3,23.3,-133,32,-135,32.3,-110,30,-106,30.3,322947.97,6256612.529,3.46,26.05,31.679,32.913,41.942,31
454,45.4,-93,30,-93.3,30.3,-105,33,-105,31,-133,32,-134.3,32.7,-113,32,-110.3,31,322974.182,6256622.407,-13.988,25.246,nan,nan,nan,nan
455,45.5,146,10,-13.3,23.7,-112,22,-105.3,28.3,-133,32,-133,32,73,10,-50,24,322955.294,6256597.832,-3.571,21.948,nan,nan,nan,nan
456,45.6,-93,31,-13.3,23.7,-120,33,-112.3,29.3,170,15,-32,26.3,-114,32,-51.3,24.7,322978.543,6256587.65,-22.465,19.866,nan,nan,nan,nan
457,45.7,-93,31,-13.3,24,-122,35,-118,30,-133,32,-32,26.3,-113,31,-51.3,24.3,322977.188,6256589.524,-21.694,19.963,nan,nan,nan,nan
458,45.8,-92,30,-92.7,30.7,-123,34,-121.7,34,-133,32,-32,26.3,-110,30,-112.3,31,322990.11,6256625.219,-27.099,18.959,nan,nan,nan,nan
459,45.9,-93,31,-92.7,30.7,-127,34,-124,34.3,-130,32,-132,32,-110,31,-111,30.7,323003.984,6256639.564,-36.715,19.86,nan,nan,nan,nan
460,46,-93,31,-92.7,30.7,-125,34,-125,34,-130,32,-131,32,-108,31,-109.3,30.7,323005.395,6256639.749,-37.487,19.453,nan,nan,nan,nan
461,46.1,-92,30,-92.7,30.7,-125,34,-125.7,34,-131,31,-130.3,31.7,-110,29,-109.3,30.3,323006.257,6256640.286,-37.905,19.135,nan,nan,nan,nan
462,46.2,-92,30,-92.3,30.3,-123,34,-124.3,34,-130,30,-130.3,31,-106,30,-108,30,323004.28,6256638.236,-35.826,19.625,nan,nan,nan,nan
463,46.3,-93,29,-92.3,29.7,-125,34,-124.3,34,-131,31,-130.7,30.7,-108,30,-108,29.7,323003.286,6256637.795,-34.73,19.657,nan,nan,nan,nan
464,46.4,-91,30,-92,29.7,-117,32,-121.7,33.3,-128,31,-129.7,30.7,-107,29,-107,29.7,323003.865,6256636.547,-34.401,20.243,nan,nan,nan,nan
465,46.5,-93,31,-92.3,30,-118,34,-120,33.3,-132,31,-130.3,31,-107,29,-107.3,29.3,323003.236,6256636.019,-33.847,20.655,nan,nan,nan,nan
466,46.6,-92,31,-92,30.7,-119,35,-118,33.7,-128,31,-129.3,31,-103,29,-105.7,29,323002.135,6256634.081,-32.908,21.218,nan,nan,nan,nan
467,46.7,-93,33,-92.7,31.7,-122,34,-119.7,34.3,-128,31,-129.3,31,-106,30,-105.3,29.3,323002.727,6256634.908,-34.185,20.973,nan,nan,nan,nan
468,46.8,-90,32,-91.7,32,-127,34,-122.7,34.3,-131,31,-129,31,-108,30,-105.7,29.7,323004.386,6256636.459,-35.932,20.002,nan,nan,nan,nan
469,46.9,-94,30,-92.3,31.7,-113,34,-120.7,34,-131,30,-130,30.7,-108,29,-107.3,29.7,323003.287,6256636.286,-34.831,20.592,nan,nan,nan,nan
470,47,-108,13,-97.3,25,-121,33,-120.3,33.7,-131,31,-131,30.7,-105,30,-107,29.7,322997.622,6256634.71,-29.164,21.807,nan,nan,nan,nan
471,47.1,-94,30,-98.7,24.3,-119,33,-117.7,33.3,-132,31,-131.3,30.7,-106,11,-106.3,23.3,322998.436,6256634.117,-26.269,21.359,nan,nan,nan,nan
472,47.2,-93,31,-98.3,24.7,-122,34,-120.7,33.3,-130,32,-131,31.3,-109,28,-106.7,23,323004.025,6256637.5,-29.892,20.147,nan,nan,nan,nan
473,47.3,-99,22,-95.3,27.7,-123,32,-121.3,33,-131,31,-131,31.3,-106,25,-107,21.3,323006.381,6256638.183,-31.248,18.937,nan,nan,nan,nan
474,47.4,-88,30,-93.3,27.7,-120,34,-121.7,33.3,-128,31,-129.7,31.3,-106,29,-107,27.3,323006.459,6256637.818,-34.423,19.745,nan,nan,nan,nan
475,47.5,-92,27,-93,26.3,-118,34,-120.3,33.3,-126,30,-128.3,30.7,-107,29,-106.3,27.7,323005.046,6256636.218,-32.908,20.364,nan,nan,nan,nan
476,47.6,-91,30,-90.3,29,-117,32,-118.3,33.3,-128,31,-127.3,30.7,-105,30,-106,29.3,323004.017,6256634.382,-33.584,20.913,nan,nan,nan,nan
477,47.7,-90,29,-91,28.7,-117,32,-117.3,32.7,-127,31,-127,30.7,-107,27,-106.3,28.7,323005.714,6256634.942,-33.895,20.948,nan,nan,nan,nan
478,47.8,-91,30,-90.7,29.7,-117,32,-117,32,-130,30,-128.3,30.7,-105,28,-105.7,28.3,323003.973,6256634.022,-32.64,20.934,nan,nan,nan,nan
479,47.9,-90,29,-90.3,29.3,-117,32,-117,32,-129,30,-128.7,30.3,-104,27,-105.3,27.3,323003.281,6256633.543,-31.554,20.743,nan,nan,nan,nan
480,48,-90,29,-90.3,29.3,-117,32,-117,32,-128,31,-129,30.3,-108,27,-105.7,27.3,323002.935,6256633.579,-31.371,20.747,nan,nan,nan,nan
481,48.1,-88,30,-89.3,29.3,-121,33,-118.3,32.3,-128,29,-128.3,30,-107,29,-106.3,27.7,323003.906,6256634.34,-32.361,20.292,nan,nan,nan,nan
482,48.2,-91,28,-89.7,29,-119,30,-119,31.7,-130,30,-128.7,30,-108,26,-107.7,27.3,323005.523,6256635.859,-33.029,19.856,nan,nan,nan,nan
483,48.3,-90,27,-89.7,28.3,-112,30,-117.3,31,-73,20,-110.3,26.3,-107,29,-107.3,28,323042.817,6256643.831,-52.827,17.981,nan,nan,nan,nan
484,48.4,-89,28,-90,27.7,-117,32,-116,30.7,-137,13,-113.3,21,-103,27,-106,27.3,323017.844,6256636.103,-36.543,20.437,nan,nan,nan,nan
485,48.5,-90,29,-89.7,28,-115,32,-114.7,31.3,-121,27,-110.3,20,-107,27,-105.7,27.7,323018.225,6256634.901,-36.865,20.922,nan,nan,nan,nan
486,48.6,-87,27,-88.7,28,-116,32,-116,32,-131,29,-129.7,23,-103,28,-104.3,27.3,322989.317,6256627.325,-22.041,21.57,nan,nan,nan,nan
487,48.7,-87,28,-88,28,-117,32,-116,32,-130,34,-127.3,30,-103,29,-104.3,28,323001.249,6256631.4,-29.974,21.067,nan,nan,nan,nan
488,48.8,-86,28,-86.7,27.7,-117,32,-116.7,32,-121,32,-127.3,31.7,-105,28,-103.7,28.3,323002.474,6256631.451,-31.043,20.713,nan,nan,nan,nan
489,48.9,-87,27,-86.7,27.7,-117,32,-117,32,-125,31,-125.3,32.3,-103,29,-103.7,28.7,323006.458,6256632.69,-33.779,20.417,nan,nan,nan,nan
490,49,-87,28,-86.7,27.7,-116,32,-116.7,32,-125,29,-123.7,30.7,-103,29,-103.7,28.7,323006.954,6256632.556,-33.711,20.556,nan,nan,nan,nan
491,49.1,-88,30,-87.3,28.3,-115,32,-116,32,-125,30,-125,30,-101,28,-102.3,28.7,323002.841,6256630.828,-31.184,21.151,nan,nan,nan,nan
492,49.2,-88,30,-87.7,29.3,-118,31,-116.3,31.7,-125,30,-125,29.7,-99,29,-101,28.7,323002.175,6256630.339,-30.859,21.197,nan,nan,nan,nan
493,49.3,-89,30,-88.3,30,-115,32,-116,31.7,-125,30,-125,30,-103,27,-101,28,323003.568,6256630.843,-31.622,21.125,nan,nan,nan,nan
494,49.4,-88,29,-88.3,29.7,-107,30,-113.3,31,-127,31,-125.7,30.3,-103,27,-101.7,27.7,323001.649,6256629.729,-29.829,21.732,nan,nan,nan,nan
495,49.5,-88,29,-88.3,29.3,-112,30,-111.3,30.7,-130,29,-127.3,30,-101,28,-102.3,27.3,322996.479,6256627.888,-26.228,22.333,nan,nan,nan,nan
496,49.6,-88,30,-88,29.3,-115,32,-111.3,30.7,-115,34,-124,31.3,-105,28,-103,27.7,323004.934,6256630.403,-31.637,21.946,nan,nan,nan,nan
497,49.7,-87,28,-87.7,29,-115,31,-114,31,-129,29,-124.7,30.7,-101,28,-102.3,28,323004.723,6256630.88,-31.773,21.349,nan,nan,nan,nan
498,49.8,-87,28,-87.3,28.7,-112,30,-114,31,-125,30,-123,31,-99,28,-101.7,28,323007.759,6256631.262,-33.488,21.18,nan,nan,nan,nan
499,49.9,-87,28,-87,28,-112,30,-113,30.3,-126,32,-126.7,30.3,-105,26,-101.7,27.3,322999.578,6256628.701,-27.732,21.655,nan,nan,nan,nan
500,50,-87,28,-87,28,-115,30,-113,30,-123,31,-124.7,31,-101,28,-101.7,27.3,323004.307,6256629.982,-30.473,21.382,nan,nan,nan,nan
501,50.1,-88,29,-87.3,28.3,-112,30,-113,30,-124,33,-124.3,32,-100,29,-102,27.7,323006.649,6256630.883,-32.304,21.309,nan,nan,nan,nan
502,50.2,-88,29,-87.7,28.7,-110,32,-112.3,30.7,-124,31,-123.7,31.7,-103,27,-101.3,28,323005.51,6256630.096,-31.975,21.771,nan,nan,nan,nan
503,50.3,-86,28,-87.3,28.7,-126,15,-116,25.7,-126,30,-124.7,31.3,-102,30,-101.7,28.7,323007.996,6256632.366,-32.127,20.36,nan,nan,nan,nan
504,50.4,-86,28,-86.7,28.3,-104,31,-113.3,26,-136,19,-128.7,26.7,-92,29,-99,28.7,322990.801,6256625.278,-21.577,22.128,nan,nan,nan,nan
505,50.5,-87,27,-86.3,27.7,-117,32,-115.7,26,-136,19,-132.7,22.7,-99,28,-97.7,29,322984.169,6256623.149,-17.89,21.86,nan,nan,nan,nan
506,50.6,-88,25,-87,26.7,-119,27,-113.3,30,-137,16,-136.3,18,157,12,-11.3,23,322938.936,6256608.298,6.169,27.074,38.955,31.61,51.931,22.017
507,50.7,-90,20,-88.3,24,-110,28,-115.3,29,-137,16,-136.7,17,-102,28,-14.7,22.7,322939.125,6256607.753,5.477,26.932,39.264,30.916,52.019,21.95
508,50.8,-91,24,-89.7,23,-110,28,-113,27.7,-137,16,-137,16,-102,28,-15.7,22.7,322938.021,6256607.009,5.667,26.724,40.417,30.757,53.362,20.87
509,50.9,-96,21,-92.3,21.7,-112,30,-110.7,28.7,-137,16,-137,16,-99,28,-101,28,322970.474,6256618.49,-10.41,23.001,nan,nan,nan,nan
510,51,-93,25,-93.3,23.3,-134,14,-118.7,24,-137,16,-137,16,-103,32,-101.3,29.3,322978.751,6256623.498,-14.42,21.576,nan,nan,nan,nan
511,51.1,-87,28,-92,24.7,-124,39,-123.3,27.7,-139,14,-137.7,15.3,157,12,-15,24,322940.345,6256607.996,4.463,26.553,38.431,30.502,50.802,22.934
512,51.2,-83,25,-87.7,26,-134,14,-130.7,22.3,-137,13,-137.7,14.3,-95,24,-13.7,22.7,322944.015,6256610.753,2.701,26.484,34.395,31.789,46.095,26.697
513,51.3,-84,24,-84.7,25.7,-137,13,-131.7,22,-138,14,-138,13.7,-99,24,-12.3,20,322945.202,6256611.518,2.054,26.522,33.255,32.227,44.655,27.957
514,51.4,-83,25,-83.3,24.7,-133,16,-134.7,14.3,-141,14,-138.7,13.7,-97,26,-97,24.7,322982.67,6256626.583,-13.535,16.033,nan,nan,nan,nan
515,51.5,-84,26,-83.7,25,-134,14,-134.7,14.3,-137,16,-138.7,14.7,-98,27,-98,25.7,322982.992,6256627.2,-14.027,16.162,nan,nan,nan,nan
516,51.6,-86,26,-84.3,25.7,-125,31,-130.7,20.3,-137,16,-138.3,15.3,-99,28,-98,27,322983.615,6256626.266,-16.129,17.52,nan,nan,nan,nan
517,51.7,-81,26,-83.7,26,-110,28,-123,24.3,-137,16,-137,16,-99,28,-98.7,27.7,322983.569,6256624.14,-16.92,19.349,nan,nan,nan,nan
518,51.8,-87,27,-84.7,26.3,166,11,-23,23.3,-138,14,-137.3,15.3,-98,25,-98.7,27,322944.837,6256618.662,4.58,18.846,26.99,39.515,41.278,30.283
519,51.9,-89,26,-85.7,26.3,-110,28,-18,22.3,-140,16,-138.3,15.3,-100,31,-99,28,322946.476,6256619.402,3.95,18.575,25.619,39.929,39.429,31.977
520,52,-84,24,-86.7,25.7,-115,28,-19.7,22.3,-142,16,-140,15.3,-94,27,-97.3,27.7,322946.226,6256618.769,4.038,18.869,26.305,39.347,39.963,31.492
521,52.1,-87,25,-86.7,25,-123,29,-116,28.3,-142,15,-141.3,15.7,-93,27,-95.7,28.3,322976.209,6256619.085,-13.675,21.701,nan,nan,nan,nan
522,52.2,-86,28,-85.7,25.7,-110,28,-116,28.3,-138,14,-140.7,15,-95,26,-94,26.7,322976.522,6256618.564,-13.485,21.409,nan,nan,nan,nan
523,52.3,-92,22,-88.3,25,-133,14,-122,23.7,-142,15,-140.7,14.7,-99,28,-95.7,27,322979.88,6256622.088,-14.478,20.198,nan,nan,nan,nan
524,52.4,-86,28,-88,26,-133,14,-125.3,18.7,-138,14,-139.3,14.3,-96,28,-96.7,27.3,322981.724,6256624.178,-14.624,19.208,nan,nan,nan,nan
525,52.5,-84,28,-87.3,26,-134,15,-133.3,14.3,-138,17,-139.3,15.3,-100,27,-98.3,27.7,322982.3,6256627.342,-14.367,17.318,nan,nan,nan,nan
526,52.6,-84,28,-84.7,28,-129,16,-132,15,-128,29,-134.7,20,-117,11,-104.3,22,322993.115,6256633.498,-17.98,14.229,nan,nan,nan,nan
527,52.7,-84,26,-84,27.3,-131,14,-131.3,15,-120,27,-128.7,24.3,-96,26,-104.3,21.3,322999.102,6256635.461,-20.491,13.454,nan,nan,nan,nan
528,52.8,-84,26,-84,26.7,-134,15,-131.3,15,-122,28,-123.3,28,-96,23,-103,20,323004.144,6256636.381,-22.35,12.465,nan,nan,nan,nan
529,52.9,-82,27,-83.3,26.3,-110,28,-125,19,-122,28,-121.3,27.7,-95,26,-95.7,25,323001.447,6256629.893,-23.754,17.547,nan,nan,nan,nan
530,53,-81,27,-82.3,26.7,-132,13,-125.3,18.7,-124,29,-122.7,28.3,-94,27,-95,25.3,322998.792,6256628.884,-22.653,17.753,nan,nan,nan,nan
