X,Y,Z
-5.164263100363314152e+00,2.708589797839522362e-01,2.717202086950472051e+00
-5.159501092042773962e+00,2.637636205181479454e-01,2.717202086950472051e+00
-5.170633604517206550e+00,2.645085556432604790e-01,2.717202086950472051e+00
-5.171216550283133984e+00,2.620744248852133751e-01,2.717202086950472051e+00
-5.173305604374036193e+00,2.600083379074931145e-01,2.717202086950472051e+00
-5.174889311718288809e+00,2.596790455281734467e-01,2.717202086950472051e+00
-5.177234178176149726e+00,2.600564900785684586e-01,2.717202086950472051e+00
-5.180332434829324484e+00,2.629782529547810555e-01,2.717202086950472051e+00
-5.182631767471320927e+00,2.665799725800752640e-01,2.717202086950472051e+00
-5.185483839013613760e+00,2.724381564185023308e-01,2.717202086950472051e+00
-5.187508646340575069e+00,2.756964163854718208e-01,2.717202086950472051e+00
-5.189763371599838138e+00,2.766298139467835426e-01,2.717202086950472051e+00
-5.191529682779219002e+00,2.789772478863596916e-01,2.717202086950472051e+00
-5.196313351916614920e+00,2.813132936134934425e-01,2.717202086950472051e+00
-5.199124508828390390e+00,2.833427870646119118e-01,2.717202086950472051e+00
-5.205323904752731323e+00,2.850299440324306488e-01,2.717202086950472051e+00
-5.208669978310354054e+00,2.863346226513385773e-01,2.717202086950472051e+00
-5.212702834804076701e+00,2.851008446887135506e-01,2.717202086950472051e+00
-5.216272136254701763e+00,2.859890619292855263e-01,2.717202086950472051e+00
-5.219141033943742514e+00,2.856269245967268944e-01,2.717202086950472051e+00
-5.222225246601738036e+00,2.854562858119606972e-01,2.717202086950472051e+00
-5.224261627241503447e+00,2.853190852329134941e-01,2.717202086950472051e+00
-5.218897326209116727e+00,2.876308504492044449e-01,2.717202086950472051e+00
-5.219620651449076831e+00,2.873077886179089546e-01,2.717202086950472051e+00
-5.219304707658011466e+00,2.873032977804541588e-01,2.717202086950472051e+00
-5.218305780144874007e+00,2.873226832598447800e-01,2.717202086950472051e+00
-5.217281082761473954e+00,2.880443427711725235e-01,2.717202086950472051e+00
-5.217440705513581634e+00,2.984848571941256523e-01,2.717202086950472051e+00
-5.214617293444462121e+00,2.971613025292754173e-01,2.717202086950472051e+00
-5.207169115834403783e+00,2.859351923689246178e-01,2.717202086950472051e+00
